id,title,provider,department,description,level,duration,students,rating,url,tags
102,Financial Statements Basics,Udemy,Business Finance,Course: Financial Statements Basics. Category: Business Finance. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,1374,5,https://www.udemy.com/financial-statements-basics/,[]
103,High performance Stock Trading using key Options techniques,Udemy,Business Finance,Course: High performance Stock Trading using key Options techniques. Category: Business Finance. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2103,5,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,[]
104,Introduction to Financial Statement Analysis,Udemy,Business Finance,Course: Introduction to Financial Statement Analysis. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,1480,5,https://www.udemy.com/introduction-to-financial-statement-analysis/,[]
105,Basics of Economics (College Level),Udemy,Business Finance,Course: Basics of Economics (College Level). Category: Business Finance. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,2516,5,https://www.udemy.com/economics-for-accounting-and-finance-professionals/,[]
106,Stock Market Investing for Beginners,Udemy,Business Finance,Course: Stock Market Investing for Beginners. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,50855,5,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,[]
107,Accounting for Beginners : Learn Basics in under 1 Hour,Udemy,Business Finance,Course: Accounting for Beginners : Learn Basics in under 1 Hour. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,1971,5,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,[]
108,Straddle Options Trading - Profit in Any Market Direction,Udemy,Business Finance,Course: Straddle Options Trading - Profit in Any Market Direction. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,837,5,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,[]
109,Fundamentals of Forex Trading,Udemy,Business Finance,Course: Fundamentals of Forex Trading. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,17160,5,https://www.udemy.com/fundamentals-of-forex-trading/,[]
110,"Binary Options: Trading Strategies, 90 Accuracy and Signals",Udemy,Business Finance,"Course: Binary Options: Trading Strategies, 90 Accuracy and Signals. Category: Business Finance. Level: Beginner Level. Duration: 1 hour.",Beginner Level,1 hour,1723,5,https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,[]
111,Website Investing 101 - Buying Selling Online Businesses,Udemy,Business Finance,Course: Website Investing 101 - Buying Selling Online Businesses. Category: Business Finance. Level: All Levels. Duration: 2 hours.,All Levels,2 hours,6811,5,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,[]
112,Practical Accounts Bookkeeping Automated Overview,Udemy,Business Finance,Course: Practical Accounts Bookkeeping Automated Overview. Category: Business Finance. Level: All Levels. Duration: 4.5 hours.,All Levels,4.5 hours,2060,5,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,[]
113,Live Account - ETF Trading System - Hacking The Stock Market,Udemy,Business Finance,Course: Live Account - ETF Trading System - Hacking The Stock Market. Category: Business Finance. Level: All Levels. Duration: 5 hours.,All Levels,5 hours,2318,5,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,[]
114,Stock Market Leverage: How to Start Trading Options Wisely,Udemy,Business Finance,Course: Stock Market Leverage: How to Start Trading Options Wisely. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,2153,5,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,[]
115,Stock Market Foundations,Udemy,Business Finance,Course: Stock Market Foundations. Category: Business Finance. Level: Beginner Level. Duration: 2 hours.,Beginner Level,2 hours,19339,5,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,[]
116,Crash Course on Working Capital Management,Udemy,Business Finance,Course: Crash Course on Working Capital Management. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,3177,5,https://www.udemy.com/crash-course-on-working-capital-management/,[]
117,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,Udemy,Business Finance,Course: Advanced Accounting A Complete Study for CA / CMA / CFA / CS. Category: Business Finance. Level: All Levels. Duration: 62 hours.,All Levels,62 hours,1535,5,https://www.udemy.com/branch-accounts-a-complete-analysis/,[]
118,61 Profit In 1 Month - Crush Your Forex Trading Paradigm,Udemy,Business Finance,Course: 61 Profit In 1 Month - Crush Your Forex Trading Paradigm. Category: Business Finance. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,1027,5,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,[]
119,How to create a routine Trading,Udemy,Business Finance,Course: How to create a routine Trading. Category: Business Finance. Level: All Levels. Duration: 8 mins.,All Levels,8 mins,307,5,https://www.udemy.com/how-to-create-a-trading-routine/,[]
120,"Forex Trading Secrets MT4 Robot (EA) inside, no coding",Udemy,Business Finance,"Course: Forex Trading Secrets MT4 Robot (EA) inside, no coding. Category: Business Finance. Level: All Levels. Duration: 41 mins.",All Levels,41 mins,2096,5,https://www.udemy.com/forex-trading-robot-forex-trading/,[]
121,Forex SOS Course: Trading Tweaks And Working Forex Strategy,Udemy,Business Finance,Course: Forex SOS Course: Trading Tweaks And Working Forex Strategy. Category: Business Finance. Level: Beginner Level. Duration: 2.5 hours.,Beginner Level,2.5 hours,1315,5,https://www.udemy.com/forex-sos-course/,[]
122,Introduction to Financial Modeling,Udemy,Business Finance,Course: Introduction to Financial Modeling. Category: Business Finance. Level: Intermediate Level. Duration: 1.5 hours.,Intermediate Level,1.5 hours,29167,5,https://www.udemy.com/financial-modeling-asimplemodel/,[]
123,Quantitative Aptitude for Banking Competitive Examinations,Udemy,Business Finance,Course: Quantitative Aptitude for Banking Competitive Examinations. Category: Business Finance. Level: All Levels. Duration: 3 hours.,All Levels,3 hours,1056,1,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,[]
124,Option Spreads and Credit Spreads Bundle,Udemy,Business Finance,Course: Option Spreads and Credit Spreads Bundle. Category: Business Finance. Level: Expert Level. Duration: 4.5 hours.,Expert Level,4.5 hours,2212,5,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,[]
125,B Com Accountancy I (Paper ECO 02 IGNOU),Udemy,Business Finance,Course: B Com Accountancy I (Paper ECO 02 IGNOU). Category: Business Finance. Level: All Levels. Duration: 31.5 hours.,All Levels,31.5 hours,2946,5,https://www.udemy.com/accounts-from-incomplete-records/,[]
126,FOREX TRADING - Learn in a quick profitable way support,Udemy,Business Finance,Course: FOREX TRADING - Learn in a quick profitable way support. Category: Business Finance. Level: All Levels. Duration: 3.5 hours.,All Levels,3.5 hours,271,5,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,[]
127,Auditing Basics (Professional Course Level),Udemy,Business Finance,Course: Auditing Basics (Professional Course Level). Category: Business Finance. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,3771,5,https://www.udemy.com/basics-of-auditing/,[]
128,Stock market Investing Encyclopedia: How to invest in stocks,Udemy,Business Finance,Course: Stock market Investing Encyclopedia: How to invest in stocks. Category: Business Finance. Level: Intermediate Level. Duration: 3 hours.,Intermediate Level,3 hours,3143,5,https://www.udemy.com/stockmarket/,[]
129,Learn the basics of preparing accounting statements,Udemy,Business Finance,Course: Learn the basics of preparing accounting statements. Category: Business Finance. Level: Intermediate Level. Duration: 33 mins.,Intermediate Level,33 mins,1951,5,https://www.udemy.com/basics-of-financial-accounting/,[]
130,Elliott Wave -Forex Trading With The Elliott Wave Theory,Udemy,Business Finance,Course: Elliott Wave -Forex Trading With The Elliott Wave Theory. Category: Business Finance. Level: Expert Level. Duration: 1 hour.,Expert Level,1 hour,4022,5,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,[]
131,Corporate Finance - A Brief Introduction,Udemy,Business Finance,Course: Corporate Finance - A Brief Introduction. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,11724,5,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,[]
132,Excel functions to analyze and visualize data,Udemy,Business Finance,Course: Excel functions to analyze and visualize data. Category: Business Finance. Level: Intermediate Level. Duration: 2 hours.,Intermediate Level,2 hours,2283,5,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,[]
133,Building Financial Statements in Excel,Udemy,Business Finance,Course: Building Financial Statements in Excel. Category: Business Finance. Level: Beginner Level. Duration: 1 hour.,Beginner Level,1 hour,1181,1,https://www.udemy.com/guide-to-building-financial-statements/,[]
134,Transfer Pricing A Complete Analysis,Udemy,Business Finance,Course: Transfer Pricing A Complete Analysis. Category: Business Finance. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,1852,3,https://www.udemy.com/transfer-pricing-a-complete-analysis/,[]
135,Accounting: Get Hired Without Work Experience,Udemy,Business Finance,Course: Accounting: Get Hired Without Work Experience. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,4661,5,https://www.udemy.com/accounting-get-hired-without-work-experience/,[]
136,Forex Trading for Beginners - Basics,Udemy,Business Finance,Course: Forex Trading for Beginners - Basics. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,989,5,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,[]
137,Basic Bookkeeping Hacks,Udemy,Business Finance,Course: Basic Bookkeeping Hacks. Category: Business Finance. Level: All Levels. Duration: 1.5 hours.,All Levels,1.5 hours,5841,5,https://www.udemy.com/basic-bookkeeping/,[]
138,Complete Trading Plan Course for Stocks Forex (10 Hours),Udemy,Business Finance,Course: Complete Trading Plan Course for Stocks Forex (10 Hours). Category: Business Finance. Level: All Levels. Duration: 9.5 hours.,All Levels,9.5 hours,1087,5,https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,[]
139,"Forex Trading with Fixed 'Risk through Options Trading""",Udemy,Business Finance,"Course: Forex Trading with Fixed 'Risk through Options Trading"". Category: Business Finance. Level: Beginner Level. Duration: 1 hour.",Beginner Level,1 hour,611,4,https://www.udemy.com/forexoptions/,[]
140,"Intro to Investment Banking, M A, IPO, Modeling Free Book",Udemy,Business Finance,"Course: Intro to Investment Banking, M A, IPO, Modeling Free Book. Category: Business Finance. Level: All Levels. Duration: 20 hours.",All Levels,20 hours,1922,5,https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,[]
141,How to Pick The Right Penny Stocks To Invest In 2017,Udemy,Business Finance,Course: How to Pick The Right Penny Stocks To Invest In 2017. Category: Business Finance. Level: All Levels. Duration: 2.5 hours.,All Levels,2.5 hours,9015,5,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,[]
142,Top 10 Trading Ideas in the Equities Market,Udemy,Business Finance,Course: Top 10 Trading Ideas in the Equities Market. Category: Business Finance. Level: All Levels. Duration: 1 hour.,All Levels,1 hour,661,4,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,[]
143,Intro to Financial Modeling,Udemy,Business Finance,Course: Intro to Financial Modeling. Category: Business Finance. Level: Beginner Level. Duration: 6 hours.,Beginner Level,6 hours,1077,5,https://www.udemy.com/intro-to-financial-modeling/,[]
144,Shark Accounting - Building a Business by the Numbers!,Udemy,Business Finance,Course: Shark Accounting - Building a Business by the Numbers!. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,6050,5,https://www.udemy.com/shark-accounting/,[]
145,Forex Trading MAKE YOUR FIRST TRADE TODAY!,Udemy,Business Finance,Course: Forex Trading MAKE YOUR FIRST TRADE TODAY!. Category: Business Finance. Level: All Levels. Duration: 4 hours.,All Levels,4 hours,3523,5,https://www.udemy.com/trade-forex/,[]
146,Accounting in 60 Minutes - A Brief Introduction,Udemy,Business Finance,Course: Accounting in 60 Minutes - A Brief Introduction. Category: Business Finance. Level: Beginner Level. Duration: 1.5 hours.,Beginner Level,1.5 hours,56659,5,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,[]
147,SAP FICO For Beginners - A Guide to SAP Financial Accounts,Udemy,Business Finance,Course: SAP FICO For Beginners - A Guide to SAP Financial Accounts. Category: Business Finance. Level: Beginner Level. Duration: 5 hours.,Beginner Level,5 hours,1444,5,https://www.udemy.com/sap-fico-for-sap-beginners/,[]
148,Learn how to double your Forex Trading Account in one trade,Udemy,Business Finance,Course: Learn how to double your Forex Trading Account in one trade. Category: Business Finance. Level: Intermediate Level. Duration: 2.5 hours.,Intermediate Level,2.5 hours,2900,5,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,[]
149,"Accounting Superpowers: Learn Accounts, Understand Business!",Udemy,Business Finance,"Course: Accounting Superpowers: Learn Accounts, Understand Business!. Category: Business Finance. Level: Beginner Level. Duration: 2.5 hours.",Beginner Level,2.5 hours,1437,5,https://www.udemy.com/accounting-basics-for-success-in-business-and-in-life/,[]
